comment,label,label2
yes girl okay so go get some almond milk or cashew milk it's amazing especially if your a coffee person do not eat as many calories as possible...if your trying to loose weight i would try to eat and much raw fruits and veggies as possible breakfast food that's amazing is fruit of course nature path cereal or any vegan healthy cereal with almond milk any type of vegan milk..oatmeal with frozen fruit it's soo good lunch and dinner ideas are veggies big salads quinoa salads brown rice patatoes!(sweet patato and japanese patatoes are amazing i would suggest drinking alot of water and adding lemon is always amazing eat as much fruit and veggies as you want stay away from prosscessed bleached foods like white pasta and white bread try grains like quinoa brown rice couscous limit your fat intake don't put oil on everything don't fry stuff add goof fats into you diet like avacado and coconut or nuts but don't over due them dont overload on salt but if you need salt try sea salt or pink himalayan sea salt.,1,NOT
notification squad where you at ️👻,1,NOT
you can do it trish i love you and support you,1,NOT
yessssa!! you go girl 🏽👏🏽👏🏽👏🏽👏🏽👏🏽,1,NOT
good luck trying to go back to eating meat i did that after i was vegan for yr and a half... my stomach literally fucked me up my stomach was so fucking sore but now i'm vegan again i eat banana's the majority of the day... i eat toast looove toast) i eat potatoes rice pasta at night watch mommytang she has the best vegan recipes!,1,NOT
trish i'm so proud that you're going vegan as a vegan myself well i'm still transitioning i would recommend eating alot because fruit and veggies have less calories than meat and dairy products if you don't eat enough you're gonna get sick take b1 supplement it's in meat and not in veggies and fruit but you really really need it i would also recommend binge watching what i eat in a day vegan vids on yt xx,1,NOT
trish saying that she couldn't eat chicken after watching those horrible videos(why? took me back to the time when i couldn't eat fried chicken for a month after watching the movie the loved ones the i got put off again after watch excision shudder),1,NOT
am i the only one who actually hate freelee i get that she is trying to make people vegans but the way she does it is just annoying that bitch is nothing but a bully and no i don't want to start an argument i just hate the living shit out of her /,2,NOT
gardein chicken tenders! i live off of them they're so good with ketchup ),1,NOT
"i've been vegan for about two years and i can tell you from experience that you will lose weight if u eat lots of carbs like ,500 cals a day and exercise at a moderate intensity for about an hour a day days a week your metabolism will slowly speed up and heal so to speak from the damage you've done to it by under eating and binging then u will experience weight loss and you'll start to fell so much better in your own body.",1,NOT
"watch more high carb low fat hclf what i eat in a days""!!!!!",1,NOT
rice and pasta these will be more substantial and will keep you full chickpeas are great too they can be eaten as bean hummus falafel etc.,1,NOT
you know what trisha this is the best thing i've heard this day  my tips for you  mainly eat fruits vegetables and aside of that additionally eat carb stuff like rice bread pasta potatoes etc  eat enough a human needs 50 00 calories/day if you feel tired or develop cravings it's because you eat not enough calories/day or not enough carbs  drink a lot of water best thing when you wake up start the day with drinking water because you got dehydrated in the course of the night.,1,NOT
why are you going directly vegan you should try being vegeterian and then slowly move into being vegan you cant go from binge eating fast food to becoming vegan,1,NOT
yay i mean you're not vegan if you don't plan to continue this lifestyle but i'm happy to see you eating plant based! pasta rice beans etc the best sauce i've made is tomatoes lemon red bell pepper one white onion garlic powder and red pepper flakes so good and all raw!!!,1,NOT
trish i think guacamole is vegan guacamole tortilla chips are my favorite snack in the world!,1,NOT
trish i love you i really do but you and i and all your viewers know this will never stick yea you might last or days but once that intense hunger sets in and your craving dairy or meat...sigh...you go thru these phases and they never last i do wish you the best tho but we all know this will never last and once you make a video of you eating meat or whatever your gonna get all this hate you do this stuff to yourself i think if you wanna do something positive just keep it to yourself so when you fail you wont receive hate from the internet just trying to help big hugs ...,1,NOT
i agree with you trisha freelee would attract more people with positivity instead of negativity!,1,NOT
you go girl mega thumbs up on going vegan from here stick with it you will love it    as for freelee thumbs down no excuse suffice when it comes to her recent behavior there are plenty awesome kickass smaller vegan source youtubers out there gogogo my fav for simple easy yummy recipees/ideas of what to eat high carb hannah the vegan solution simply quinoa cooking with plants remember you can basicly eat everything you used to just veganise it i eat homemade veggi burgers weekly they are so awesome weight wise the less processed you eat the better though most vegans disagree with you being able to eat unlimited don't starve yourself by any means but don't overeat or stuff yourself either best of luck ),1,NOT
if you're going raw u need more fruit girl lol,1,NOT
girl on your snap u were just in temeccula cali eating chicken with sean lol,1,NOT
i have never loved anything you have said more good luck you are going to do great!!!,1,NOT
yesssss subbed 333,1,NOT
girl get you some beans and rice vegans can carb load um idk what else google like vegan recipes and u will find like a lot of good ones that are healthy for u and have all the stuff u need for nutrients,1,NOT
smoothies oatmeal rice and veggies! salad with balsamic dressing all some of my favs.,1,NOT
also please go watch the documentary cowspiracy on netflix it is really really eye opening there is no gruesome livestock footage x,1,NOT
tricia you mean plant-based because vegans do not eat meat fish and dairy products but also they do not use animal products so unless you plan not using your balenciage bag and any other animal products i would definitely rename the video just a food for thought!,1,NOT
slaughter house videos are the reason i've been vegetarian for years,1,NOT
quinoa beans avocado rice potatoes veggie burgers wheat protein chik'n nuggets if you're craving smoothies almond milk coconut sugar...the list goes on forever lol,1,NOT
watch mommy tang,1,NOT
you should try some of the gardein products they're frozen meat substitutes full of protein also any beans or nuts or granola with protein is good i like to make protein shakes every morning with berries almond milk some ice and tofu and it tastes so good and you'll find so many recipes online for different ways to use tofu and make it taste so good! good luck trish love ya!!,1,NOT
that's awesome i bet freelee respond ,1,NOT
yes trish this makes me so excited also for more protein add beans to your diet i like to eat them with rice and vegetables and i get enough protein from that!,1,NOT
trish please check out the happy pear they've a cookbook and a youtube channel they do amazing vegan recipes and their book is a bestseller where i'm from!,1,NOT
read some minimalist baker recipes and vegan junk food so you won't miss it,1,NOT
you can ask starbucks to sub coconut or soy milk into anything so you can still order your fav drinks ),1,NOT
also anything at starbucks is vegan just ask for soy milk or coconut milk if u want it sweeter,1,NOT
you should try to purchase a vegetarian/vegan cookbook there are really good ones out there and make sure you don't only eat fruit because then you'll get sick of it so fast and always be hungry you can still eat all your favorite foods just the veggie version black bean or beet burgers are amazing gardein chicken products like their orange chicken or teriyaki chicken are incredible you can even eat like taco bell just order beans instead of beef it's way easier than most people think for protein just focus on things like mushrooms chickpeas beans tofu vegetables etc.,1,NOT
you just put up a snapchat heating up pizza  idiot,2,NOT
pumpkin seeds have a crap ton of protein and there are also many alternatives!!,1,NOT
fries grilled portabella mushroom tastes weirdly like steak when seasoned with mccormick montreal steak seasoning which is also vegan) fried rice without the egg vegetable/tofu eggrolls superfoods veggie burger veggie grill smoothies dates so good when blended and eaten with apple slices like a dipping sauce) veggie grill fake chicken sandwiches almond/coconut/soymilk vanilla lattes depending on preference) coconut or soy milk caramel but with no caramel drizzle)/strawberries&creme/vanilla bean/mocha frappuchinos from starbucks with no whipped cream zucchini pasta a bunch of different kinds of pasta and sauces salads tofu tacos with avacado hummus and veggies lots of types of dark chocolate krinkle cute sea salt and cracked pepper kettle chips grilled veggies sweet potato fries... the list goes on! if you're craving something there surely is a vegan substitute out there good luck and with much love and positivity sent your way im rooting for you along with a bunch of your vegan fishie gang!!,1,NOT
sunflowers brazil nuts quinoa and lentils!,1,NOT
hopefully she doesn't get your channel deleted for this ,1,NOT
omg trisha im so proud of you😊😊,1,NOT
can you show your before and after thanks❤️.,1,NOT
awaiting a response from freelee lol,1,NOT
do vegans still engage in oral sex?,3,NOT
fuck your faes,5,ABU
go watch vegan gains video!!,1,NOT
you were just eating chips on your snap story....and they weren't vegan,2,NOT
these videos would be so much more useful if the camera were about inches farther back ah well.,1,NOT
almost everyone is being so mean in these comments and i don't get it i totally support you trish i would recommend you checking out mommytang and high carb hannah's videos as well because mommytang eats lots of greens and hannah eats tons of starches and they eat very simple i know you don't like lettuce so you could try putting a bunch of greens in a smoothie along with some bananas maybe to drown out the taste of the greens having or fruit monomeals is great too just don't starve yourself good luck:),1,NOT
you should really talk to kallel she has been a vegan for sooo many years.,1,NOT
you should also check out high carb hannah's channel she has lost a lot of weight by going vegan  she also have great tasty recipes!,1,NOT
you can still get stuff at starbucks they offer dairy alternatives also you need protein since you won't be getting it from meat and cheese beans legumes nuts if you make up some rice and beans and then toss it in a frying pan with some onion carrots a little garlic and soy sauce is my favourite way to eat beans you also need green vegetables there are all kinds of goodness in green vegetables that we all need kale and spinach are my favourites and an easy quick thing to do is have smoothies for breakfast or lunch i will take some water or some good juice and blend some spinach banana and frozen fruits and it's great on the go for a quick pick me up meal accompanied by a snack lately i have been pairing it with watermelon.,1,NOT
yay i am so glad for you trish!,1,NOT
an awesome vegan channel is thevegancorner they are all really amazing recipes theyre soo good they have all the food i never thought id be able to eat as a vegan.,1,NOT
check out high carb hannah!!!,1,NOT
good for you trish,1,NOT
yay eat lots of carbs potatoes rice pasta check out stellathelight on youtube and instagram she changed my life and does meal plans and is an amazing support system google lots about hclfv high carb low fat vegan) i'm so happy for you!,1,NOT
i just watched her snapchat from minutes ago she was eating chicken,2,NOT
freelee made me into veganism but now that you're trying to go vegan i feel like i wanna do that too  ),1,NOT
i can see freelee smiling from here 😂😂😂😂,1,NOT
to everyone in the comments sayin that carbs are bad no.they arent fruit and vegetables are carbs starches like breads rice potatoes and pasta those are not bad they help to fill you up because simpler carbs like fruit and veg are burned super quickly some people cant eat a ton of processed carbs but rice and potatoes to fill you up and lots of greens and veggies are good for weightloss carb up girl youll feel great dont restrict yourself eat kn abundance you deserve to feed your body well!,1,NOT
holy shit haha i'm so happy to finally hear this! haha okay so you are definitely off to a good start with the fruits and veg i would recommend looking up raw vegan not gross for meal ideas some of her recipes are raw some aren't but they are all vegan definetly try eating more whole foods like beans rice lentils fruits and veggies the cleaner the better smoothies are great for breakfast there are loads of good green smoothies and some super tasty fruit smoothies there's loads of amazing junky food too like cashew milk ice cream mock meats cheesecake pizza etc but try to keep those to a minimum if you're worried about weight and skin i'm a vegan who eats junk food all the time haha so my skin still breaks out maybe look into lush's dark angel facial cleanser and tea tree toner to help with that i've heard a lot of good things about that stuff anyway good luck with veganism and holy shit i really hope it sticks!!,1,NOT
pizza with no cheese is usually vegan veggie sushi fries rice hummus with your baby carrots there are loads of nice filling things that aren't meat and fill you up xx,1,NOT
you can get a starbucks coffee frap with coconut milk ),1,NOT
lmao in your face all you freelee hating fishies!,1,NOT
niomi smart is vegan and she had some amazing meal ideas and is coming out with a new book called eat smart and she has some really good recipes on her channel just thought i'd mention her if u were stuck for ideas,1,NOT
there is vegan cheese you can have and the brand morning star has some great meatless meat options that are delicious,1,NOT
this video was so long ago tho,1,NOT
so early its kind of weird love you trish,1,NOT
eat broccoli it has times more protein than meat beans and nuts also have protein,1,NOT
you are stealing the animals food.,2,NOT
beautiful momma fishyyyyyyyyyyyy,1,NOT
protein bean almond milk etc oh btw you need to buy traditional yeast to not get sick if your going vegan good luck  xoxo,1,NOT
omg this makes me so happy good luck trish make sure you eat enough rice and pasta as well as the fruit and veg beans and lentils are great for protein and i take some b1 on the side which is really important i'm really proud and don't be too hard on yourself if you accidentally eat something that's not fully vegan bc that's an easy mistake to make at first i hope it works for you and that you stick with it ,1,NOT
when i went vegan i ate the same kinds of food just vegan junk food when i began it's all a journey and i lost 4lbs in weeks and i was still eating loads i educated myself and learnt more and my food has got so much better i went from  stone 210lbs btw i'm ft6 i'm now down to  stone lbs i don't diet i just eat when i'm hungry and my weight has stabilised and maybe i go down a little bit very slowly i think if you want to carry on check out bitesizevegan channel for education as to why you should stay be vegan and she's lovely ️,1,NOT
this is going to be hard .... i was vegetarian and my mkm screwed my doet giving me hidden meat in my meals 😐😐😠😠,1,NOT
vegan gains brought me here ),1,NOT
mcdonald's french fries are not vegan! mcdonald's doesn't carry any vegan products even if you wouldn't think there's animal products there is,1,NOT
please trisha please do not just eat fruit! do not listen to this vegan freelee pseudo science you should eat a normal vegan diet meaning anything you want i recommend eating vegan junk food to start off bc it is literally soooooo good and wayyyy healthier than animal product junk food there are so so many vegan options you can eat not just fruit and vegetables. please trish do not just start eating only fruit and do not eat how freelee eats it's been proven by science numerous times that if you eat more calories than you burn you will gain weight eat high carb plant foods rice lentils oats pasta etc til you are satiated not stuffed to the point of vomiting the way freelee eats works for her but it has been proven to not work for everyone some great vegan channels to watch are unnatural vegan the vegan cheetah his channel will be back up soon i hope the vegan lass high carb hannah sorry for the caps but i am so proud of you trish for doing this and i just dont want you to do some shit pseudo science restrictive fruit diet bc of freelee.,1,NOT
yay!!! i'm so proud of you!! this is amazing!!!,1,NOT
girl go to whole foods the have so much vegan junk food i get all of my random junk food from there,1,NOT
as a vegan i don't recommend freelee's diet its pretty crazy just eat normally minus animal products i mean for those who love her diet more power to you but i have tried it and i hate it so you just have to find what works for you,1,NOT
healthy fake meat,1,NOT
a good vegan snack is coconut bites they're at sam's club i ate the entire bag in days sooooo good,1,NOT
quinoa is really good and a good source of protein,1,NOT
omgggg im so happy for u! this is such a good start,1,NOT
potatoes can be made put with so many different things honestly ! you will never get tired of potatoes oh and noodles !,1,NOT
mommytang is my fav i get a lot of ideas from her.,1,NOT
you made this video forever ago dude i remember you wearing this look on snapchat and when you tried the burger king shit you said you had already failed at being vegan lol why you always lyinnnnn,2,NOT
why post this if you decided right after filimng to not even be vegan?? are you actually going to be vegan???,2,NOT
stir fry is my favorite vegan option super simple and really filling!,1,NOT
fuck i hate this bitch,5,ABU
i'm expecting a comment from freelee 😂😂😂,1,NOT
trisha i think it's so good that you are able to give a vegan lifestyle a try! just make sure you eat stuff like rice beans etc.. not just fruit also i would encourage you to look into more about veganism not necessarily watch slaughterhouse videos but educational video about why people chose to go vegan etc.. nonetheless i am still proud of you for giving it a try you go girl ps even if you are not serious as some people are suggesting in the comments i think that it is good that you are at least spreading the message a little by making a video addressing veganism love you trisha! 3,1,NOT
one of my favorite meals are rice black beans and bananas ,1,NOT
trish i think that you have what it takes to make veganism sexy! proud of ya gurl!💅🏽💅🏽,1,NOT
"💗💗💗 you got this girl buy daiya cheese and buy gardean meat,",1,NOT
so you're going vegan cause yourself self conscience about you body because that bully of a youtuber freelee sorry trish not a good choice freelee is such a bully and it's so sick i never thought you would fall for it...,2,NOT
freelee is an advocate for veganism i think that is the word you meant love ya trish!,1,NOT
thats not being vegan.. it's plant based veganism is for life but at least you're trying,1,NOT
np please do watch these animal slaughter house videos shed some light into your world and what goes on behind out backs.,1,NOT
it's actually really common for people to gain weight when they first go vegan/vegetarian because their body is used to being deprived of nutrients from calorie deficiency dieting starving yourself) and is still storing everything as a fat reserve your body will adjust within a month or so of normal eating sufficient calories carbs and nutrients and plateau at a certain weight then you'll start losing it best way to combat the initial weight gain is to drink a lot of water and exercise daily 4 min of cardio is a good starting goal) just mentally prepare that you'll gain a bit of weight before you'll begin losing it because of your dieting habits  good luck oh and also root chips leaf cuisine spreads bomb it's healthy probiotic chips and dip and it can be used instead of creamcheese  it's vegan and dairy free if you want to substitute soda try kombucha as well ],1,NOT
i'm an even prouder fishy! yay! make sure to also keep dancing and working out to help you on your journey.,1,NOT
falafel egg plant,1,NOT
i'm so happy,1,NOT
she's eating chicken and wafles on her snapchat:),2,NOT
girl starbucks does vegan right you can get any drink just ask for coconut milk and no whip also you have to check out morning star chick patties so good!,1,NOT
i really hope you stick to this and feel better the environment and animals will thank you!,1,NOT
love you girl,1,NOT
carbs girl carbs  you can still eat junk sometimes you know and please eat a lot.,1,NOT
when you coffee store or in your house you can use coconut milk thats the best for all in starbucks they do not have it always but i order soy and no whip cream.,1,NOT
i knew one day you would try it out!! so happy and excited for you!!! btw the first few days you may have withdrawals from meat but that's totally normal and don't let it discourage you!! good luck!!!!!!💗💗💗,1,NOT
omg i think i should try it too starting tomorrow,1,NOT
her and freelee lost footage from the same day hmmmmmmm.. somethings strange about that.,1,NOT
she ate sour cream chips like an hour ago on sc...,2,NOT
please dont do the rawtill diet because people tend to eat a lot of calorie dense foods so unless you burn off all those calories then you will actually gain weight and also the diet reduce fat which is very unhealthy if you want to be alive,1,NOT
she's probably eating a donut right now lol love you trish,2,NOT
trish where are the carbs!! pasta! potatoes! rice! etc,1,NOT
even if you're just trying it out for a bit that's so awesome trish!!,1,NOT
yassss trisha!!! iim so proud of u!! i really hope u do well!!!!!!,1,NOT
this is so obviously a trolling video lmfaoo,2,NOT
go watch nina and randa they are vegan and do what i eat in a day they could really help you find foods to eat.,1,NOT
good luck baby girl you got this ,1,NOT
waiting for all the vegans to come in like omg trish vegan isn't a diet it's a lifestyle! lmao but never mind the fact that she is still contributing to helping the environment.,1,NOT
i love soaking tofu in some of my favorite flavors overnight like bbq buffalo or general tsos sause and baking it for dinner.,1,NOT
i don't think she would last long even if she did go vegan for life she has way to many leather bags to throw away.,2,NOT
you might gain a little weight at the begging because your body is getting used to a fab change but after if you eat whole foods you will drop all that unnecessary fat ),1,NOT
good luck trisha  i'm so proud that you're not going to eat slaughtered animals anymore but again good luck .,1,NOT
i can't really watch the whole thing yet since i'm at work but you might want to try it longer than weeks your body is going to need time to adjust to this new healthier lifestyle so you might find that you get tired or feel sluggish your body is just detoxing but once you get past that you'll feel amazing! and you won't crave all those junk foods you used to and then you'll start seeing the weight come off  good luck trish ,1,NOT
"finally somewhere i can be of help beans are a very good source of protein on a vegan diet as a milk substitute you can have rice almond coconut cash you and soymilk i believe there are few more milk substitutes but those are the only ones i can remember as of the moment if you were looking for an amazing meat substitute i highly recommend a brand beyond meat they are the best meat substitute i have come across i recommend their beast burgers"" there also so soy free which is something you need to keep in mind soy in large amounts can be harmful to the female body hopefully i was helpful!",1,NOT
eat good carbs that are filling like rice pasta with veggies potatoes bananas etc this will fill you up so your full and satisfied ,1,NOT
bahahha my nail polish is gonna last longer than this,3,NOT
if you keep the animals in mind it's not hard to stay vegan ),1,NOT
omgggg trish!!! i'm so proud of you baby steps are great too  maybe you can try to eat some cooked food too for me at least when i started out first i thought eating cooked food was way easier and maybe you can eat what you always ate but do them the vegan version for example if you like pasta continue eating them just make it the vegan way by substituting the sauce for vegan ones etc i'm so excited for you to see the results and feel sooo much better  all the best!,1,NOT
