comment,label
i keep trying to like this video more than once and it won't let me.,NOT
oh ok... who wants burger king i'll pay.,NOT
and download pinterest and search up vegan recipes :,NOT
facts thank you for this feminism needs to be removed from humanity,ABU
why do you even care?,NOT
i don't understand why the fuck those men who work in the slaughter houses have to be so cruel do they seriously only hire degenerates who have gotten out of prison to do that job? what is up with the excess violence? those men are not men they are little fucked up boys who never grew up with serious complex issues and probably tiny dicks.,ABU
if you're going to include unpaid working hours then why not include as pay the cost of chocolate and flowers that woman get on valentines day and her birthday the cost of the vacation trips her man takes her on the cost of the movie tickets and popcorn her share of the restaurant bill and entertainment her share of rent or the mortgage utilities the engagement ring the wedding that some man paid for and her share of the income tax that he ends up paying and the child support that she uses to buy new dress and shoes the health and life insurance that he pays and how about the social security and life insurance payments she will receive and everything she will inherit just because she married a man now you know why men don't live as long as women.,ABU
trisha i am literally sooooo proud of you holly crap❤️❤️❤️❤️❤️❤ and if you watch freelees what i eat in a day she is a super huge help when i went vegan i would just look up vegan recipe videos they help too,NOT
for once i'm actually happy i got an ad on yt i really hope this vid spreads more so more people will know,NOT
to be honest videos like this is are why no one takes the lgbtq community seriously how can we expect people to not make fun of us when theirs people like trisha who use serious topics such as being transgender as a way to get more views and publicity this honestly disgusts me im sorry,NOT
we need to push bigger on vegan propaganda. so only then we will be able to change hundreds of thousands years of meat eating habits to veganism,NOT
this doesn't add up.. wheres the dysphoria... does she not realise how its works in general like the transition part,NOT
but then these idiots come back with well the patriarchy keeps women from choosing what they want! ‍♂️,ABU
if ppl could get away with paying women less then they would just hire women.,NOT
women work in different fields different fields pay different salary women have maternity leave so they take a cut on pay for it there is no wage gap if the gap existed every company would only hire women since it would be cheaper.,NOT
yess vegans take over!🌱,NOT
many women can't start a carrer im higher paid occupations.,NOT
now you may wonder why jobs that are historicaly woman jobs have lower pay,NOT
she is confused about everything that's all,NOT
it's a guy so race the guys,ABU
the future is vegan ,NOT
it's plainly illegal in the modern world uk and us for example to pay a woman less for the same amount of work if it's happening she needs to sue otherwise nothing can be done now that feminists have invested billions and a holiday in this total non issue will they consider discussing how men are 1 of workplace deaths and suicides oh yeah that's right they're feminists and they do not care about men at all even to the point of manufacturing issues for attention right now women in the west can either work like any man or become a housewife and have her husband pay for everything then possibly divorce and get half his cash meanwhile men in the west like all of history must work or else they are less then trash feminists have no plan on correcting this huge imbalance and in fact will work to keep it in place.,NOT
i decided to try pescatarian because of a hot youtube girl talking about it and i mainly eat rice with fish for lunch it wasn't too hard to cut red meat after doing more research i realize maybe i should go vegan i need to get better at cooking and preparing meals and recipes to make the transition easier i'm trying to clean out my fridge of old stuff and then replacing it with whole plant based food it's healthier cheaper and better for animals environment humans etc never in a million years would i have considered going vegan beforehand thanks malin malle.,NOT
are you ever going to address what you did to vegancheetah's channel,NOT
this better be how it doesn't exist.,NOT
feminists so often portray the wage gap as being about discrimination in the business sector probably because the gap is highest there the problem i have is how they insist on applying this to all men and all women those guys collecting garbage probably don't have it better than women working part time in a law firm but we kind of pretend they do everything has to be because of the patriarchy after all it's all men oppressing all women rather than just people who have more opportunities being more likely to get high paying jobs.,NOT
thank you freelee 💜💜,NOT
what people miss about the wage gap there is none.,NOT
who are you,NOT
women in aggregate and men in aggregate have different work profiles so why would you expect them to have identical pay outcomes?,NOT
i'm on month  i'll subscribe to you for two weeks if you stay vegan i'll stay subscribed deal good luck girl -,NOT
child-rearing who'd have thunk it seriously you need a study for this more seriously this seems to be just another instantiation of how men an women are and behave differently meaning if we collect all factors contributing to the so called wage gap' we likely find out the playing field was level all along the players just moved differently on it.,NOT
feminists keep it chill,NOT
this is so awesome!! stick to the basics and you'll be fine smoothies fresh fruit potatoes rice.. and chipotle burrito bowls are a good fast food option too 🏼,NOT
+vox can you please say what your units are on literally any of your graphs apparently women earn 0. less than men when they are around 5 $0.5 or what your graphs are literally meaningless without units.,NOT
tl;dr the wage gap is a myth.,NOT
so freaken awesome!,NOT
well done trish for making the connection and giving veganism a try! ive recently went vegan and it has made me feel amazing about what i eat id say do your research and watch youtube videos on easy vegan food ideas please stay vegan for life!!!!,NOT
all i could think the whole vid is ..can you pass me some chick-fil-a”,NOT
make a transgender bracket,NOT
this is the stupid sjw world we live in men and women are  not  the  same if you were born x guess what you are x this like and ant deciding one day to join an elephant herd because he thinks he's an elephant now i'm cool with lgbt but this is freaking beyond ridiculous you aren't a boy or a girl you are your own thing so unless there is a transgender track and field you need to sit your big muscular dress wearing ass down somewhere what more proof do you need that the laws around gender is fucking backwards and overkill,ABU
lissa's raw food romance is one of my favorite vegan channels you should check it out!,NOT
i don't think trisha is ok,NOT
i fix garbage trucks for  hours a week on average most people only work  hours now find how many will climb in the back of a garbage truck in ankle deep garbage juice broken glass and hydraulic oil to spend hours replacing a cylinder while maggots are crawling around you compare that to answering a phone,NOT
then people are nothing but a bunch of weirdos and i wouldn't trust them around my kids.,NOT
i'm actually surprised about how well made the video is my only question is why is this a problem the results are clearly because of life choices which women make so why do we need to close the wage gap at all?,NOT
woman are just incompetent in math/science which are higher order skill set obviously men should be paid more and there should be a gap given man are more competent,ABU
tbh how do you keep your kitchen so pretty lol,NOT
as the video demonstrated the wage gap does exist and is driven by the society valuing male dominated professions more as a business owner i do find that women often times agree to the lower salary compared to men.,NOT
first off all when you see people being vegan raw raw to four vegetarian and fruitarian and their not over weight fat chubby or obese of course they will look good because they where original skinny and didn't have to lose so much weight they will look good and will promote that their lives are the best way to live where bigger people if they do theses diets or go on theses lives styles they will end up with excess skin just like every other diet.,NOT
not wanting ur period not liking the societal pressures sexualization abuse u get from being female and wanting to fuck people does not mean ur trans a trans male,NOT
that sure did last long! i'm sure the chicken and waffles she snapped were gr though.,NOT
trisa seems to have the same mentality i did in middle school when i was just leaning about this stuff and trying to figure myself out and my sister was trying to push me to be trans news flash im not.,NOT
what's sad is it doesn't matter how many times we explain this the idiots who believe women are paid less will ignore the facts,NOT
they suck at being men so they think they can excel at beating women they should tighten their jocks straps and go play with the boys.,ABU
number of female ceo's too damn low number of female coal miners just fine.,NOT
i'm with you on trisha not being trans and everything you said related to trans specifically but i don't understand the need to invalidate non-binary people.,NOT
i´d like to take this one step further and question why female dominated college majors don´t pay off i mean we´re talking early childhood education psychology community organization and social work these things are unarguably important and no less essential to a functioning society than petroleum engineering so why does so little money flow there making the jobs even more unattractive than they already are the way different working fields are rewarded directly reflects on what values a society holds and while economic interests may be a justification it´s surely not an ethical one sorry for any grammar errors not a native speaker),NOT
i hate the sound of vocal fry it ruins important informative videos like this.,NOT
girl you're a tomboy not a dude or transgender. i don't have many female friends either and i get along with males more because many women are two faced bitches!,ABU
please make a video for us straight cis folks what all the terms mean!,NOT
check out the hotforfood channel!,NOT
stop lying come on this is total crap alarmist bull$%! animal agriculture is not ruining the planet get rid of all the plant based packaged food shipped all over the world that world help more veganism is there to confuse stop with all the carb eating.,ABU
equal pay act of 96 196 i can never remember which one it is) most of it comes from overtime and the fact that men ask for raises more often alongside the actual jobs.,NOT
this was filmed a month ago trish has not had pink nails since filming her music video for daddy issues she's gone through red and baby blue and just got them done today bullshit.,NOT
she's not trans but that would only mean she has another mental illness i genuinely think she's confused and tries to find her identity she doesn't have the vocabulary to express herself and that's why she's contradicting herself you can't cancel a human being.. she feels fluid and that's why she needs a therapist she doesn't have to apologise for her confusion just like we shouldn't believe her and we shouldn't think she lies because we don't know imagine if she's right then all of the hate right now is suicide fuel for her.,ABU
there are so many factors that are not included for example how many woman were followed and how many man more woman means more chance a woman will land a high paying job that raises the average.,NOT
lebron becomes transgender and goes to the wnba yeah that will be fair,NOT
69k dislikes... jeez.,NOT
this is so true feminists need to get over themselves and get to work.,NOT
i was surprised to see a similar discussion with this video happening in japan.it seems that there are people who like propaganda not a sober discussion in any country a politician who tried to make a cool argument would be crushed by the media it would happen in any country.,NOT
i am so excited that trisha is doing this love her i hope it suits her really well and that she is happy being vegan!,NOT
i understand why men hate the feminist movement men are not personally responsible for the devaluation of women's work to tackle this problem from the perspective of feminism is a mistake because it points the finger at men rather the finger should be pointed to capitalism businesses pay women less now and historically because they can and could so yes i believe in equal work for equal pay yet the lower paying jobs seem to be women's work. is it then actually a choice or enslavement?,NOT
i am so happy for trisha amazing trisha your a hero🍌🍌🍌🍌🍌🍌🍌🌽🌽🌽🌽🌽🌽🌽🍅🍅🍅🍅🍅🍅🍅🍊🍊🍊🍊🍊🍊🍊🍉🍉🍉🍉🍉🍉🍉🍇🍇🍇🍇🍇🍇🍇,NOT
might as well just start letting transgender men compete in women's boxing same thing right.,NOT
and whilst the feminists are out protesting men are working,NOT
you go girl!!!!! we'll always be here for you if you want help ,NOT
are you trans?,NOT
awesome video and hey you would look super beautiful if you grew your hair now too but you can get better love you ),NOT
omg yes yes yes omg,NOT
i wonder if women gravitate towards the occupations that don't pay as well or if we as a society don't value the occupations that women gravitate towards if it is the former why would women do that?,NOT
trisha says she hates animals,NOT
i broke out of the matrix!!! i'm a proud vegan who reversed all my chronic diseases from diabetes to high cholesterol plus 1 lbs lighter!,NOT
you're full of shit you are just saying this because you have a new music video coming up and you want to stir up drama or whatever you're doing you are so toxic!,ABU
you're so right.. it's a fad and it really is ruining it for people who are genuinely trans and so on.,NOT
good for you!!!! you can do it do it for the animals ),NOT
some of ya lookin tasty tonight🤣,NOT
you don't have a fucking clue on how just to be a person and yet you think you can put your self in to a community that have truly struggled within them selves you are fucking trash,ABU
freelee is going to be ecstatic,NOT
she be collecting all letters of lgbtq,NOT
first you'll need to explain how many genders exist . does this video mean that you agree there are only two genders?,NOT
oh my gosh i just resubscribed get it girl!,NOT
this is a whole other topic yes fuck trish but how are you going to come and defend the lgbtq community especially the trans community while still supporting chick-fil-a lol thats one of the restaurants that puts more money on anti-lgbtq campaigns lol they hypocrisy,NOT
the . dislikes are all women xd no offense to anyone it's just a joke),NOT
there are so many vegan options for protein such as beans legumes chick peas/kidneybeans etc) take a look through vegan instagram you will literally see tons and tons of pictures of delicious pizzas/ice creams desserts and delicious fruits and vegetables.,NOT
someone teach her about gender fluidity this video is exhausting.,NOT
have a mans league womans and a trans easy,ABU
ive never kept up with her but im actually hella pissed off at this video trish you're a dick im sorry its true this video is part of the reason why this community isn't taken seriously im so fucking pissed off because my sister is male to female and i just feel like this is bullshit asking for attention this is bullshit im sorry this is absolute bullshit.,ABU
i hesitated subbing to you but if you keep this up i'm subbing forever keep it up stay strong d,NOT
if there is such thing as the wage gap wouldn't most men get fired since it's going to be easier to pay ,NOT
im a female i was born female no makeup my hair is never done i wear male clothing i am months pregnant and just wanna be comfortable i don't look like a girl but hey i am fine with that not gonna say something i'm not just for views i'm bisexual idc what you are i'll be there for anyone but idk if anyone should have to believe this.,NOT
these are men!!,ABU
i've never seen a women working in waste management,NOT
hey freelee i am a vegan and i will be a freshman in college next year with that being said i could really use some help with diet next year because i will not have easy access to cooking devices such as an oven or stove top if you could give some easy affordable vegan things to eat for your regular college student that would be soooooo helpful! i didn't necessarily go vegan for health reasons i mainly did it for ethical so if you know of any vegan tv dinner companies or anything that would be helpful please make a video! please thumbs this up so she sees this and is able to help broke college student maintain the beautiful lifestyle of veganism 3?,NOT
me and my kiddo became vegan in 019 so for us it is already the year that changes.,NOT
businesses don't hire only women simce they bitch and moan because of periods and need to take months off for giving birth cuz they're all whores,ABU
it also doesn't take into account the stem jobs like construction and things of the hard labor that men usually do now it has nothing to do with the thought that one sex is stronger than the other but more to the fact that women don't usually take those jobs also the fact that scientifically men are usually more competitive and will take longer hours.,NOT
i'm disappointed that you didn't mention the affects of race on the gender pay gap.,NOT
my first year vegan and managed to get one of my friends to ditch milk and another to turn vegan too!!,NOT
please explain how when the women's soccer team wins the world cup make less money when men lose it?,NOT
valid points on both sides really okay how about this a world-class boxer of the caliber of say manny pacquiao decides he identifies as a woman and starts hormone therapy now knowing he's going to lose a little in the process he steps up his training regimen to stay in the best shape he can one year later he's tested and his testosterone levels are down enough and is given the okay to fight he steps into the ring with the best natural female boxer in his weight class and they fight what's going to happen?,NOT
just went over to trisha's video and commented vegan foods that have protein 🏼,NOT
that's not right boys are stronger faster,ABU
aaaaand let the shitstorm ensue,NOT
the devil is alive and well.,NOT
there's still plenty of foods that you probably eat daily that you won't have to give up and any time you'd normally eat meat just replace it with a meat replacement like quorn - lots of crisps are still okay to eat and lots of biscuits are vegan too oreos are vegan!! there's also a ton of yummy dairy free/vegan snacks in shops now in my local store there's a whole dairy free section vegan brownies are amazing especially after being warmed up in the microwave! health stores normally have loads of vegan options too also subscribe to nature box or graze box you have the option to only let them send you vegan snacks and their stuff is delicious maybe you can get them to sponsor you too haha! good luck trish it seems daunting at first but it's really not as difficult as you'd expect it to be if you can find the right foods it really doesn't have to be just veggies rice!!,NOT
equal pay act 970 an act to prevent discrimination as regards terms and conditions of employment between men and women the equal pay act 97 is an act of the united kingdom parliament which prohibits any less favourable treatment between men and women in terms of pay and conditions of employment.,NOT
im sure someone will try to discredit this video likely a feminist who will have no actual proof that it isnt true but most feminists dont care about trivial things like facts.,NOT
going vegan buys a new leather handbag lmao girl please.,NOT
i've thought about going vegan but i love crispy fried garlic chicken and shrimp to much!! oh well and yea i still love my body and totally work out but i'm not as thin as freelee cuz i don't find it attractive to me personally.,NOT
how incompented can you be,NOT
when i went vegan i went into it fully unprepared d i don't know how i survived and that was years ago when vegan food wasn't as available as it is today i'm from europe i'd suggest you to buy a lot of staples don't try to go 00 pure/clean and healthy because you will feel like a failure if you slip up i know i do so i buy myself a lot of healthy staples unprocessed food. but now and then i buy some prepared vegan spreads bread veggie burgers etc so pasta in all forms whole wheat white from different cereals beans lentils canned) mixed frozen veggies buckwheat mushrooms and a looot of fruit dry fruit is good too when you have cravings for something dates popcorn if you have a machine you can air pop it) potatoes sweet potatoes brown rice basmati rice white rice black rice wild rice red rice oats some type of plant milk try them out) mixed nuts seeds to sprinkle on your salad soo lettuce of some kind it's nice to eat salad once in a while) while i don't suggest eating oil. it's good to have it in the beginning cold pressed coconut oil is perfection when combining with tomato sauce d virgin olive oil isn't bas as well but i wouldn't recommend heating it if you have a farmer's market buy fruit in bulk because if you don't have ripe fruit around you won't desire eating it whenever you feel like eating something just google vegan _____ and i think there exist a vegan version of anything oh and the best and healthiest icecream out there is banana ice cream or nicecream  the best thing ever that is a must if you feel lost then try a vegan online challenge you have a lot of pages that you can sign up to and they send you tips on how to start where to start what to eat where to buy etc good luck,NOT
women am i right?,NOT
thank you so much for making this trish i love you and am so proud of you you should download the happy cow app it's like yelp for vegans roasted broccoli and bridle sprouts are really good with some soy sauce and sweet thai chili sauce or just salt and pepper and baked fries are amazing too and super cheap potatoes are so good for you and so yummy if you're looking for substitutes almond milk earth balance butter and vegenaise are great love you trish xxx,NOT
i beleive in you trisha!! 💜💜💜💜💗💗💗🎆,NOT
"ruadhan 33 transitioned to become a gay man""...",NOT
i feel like this is someone who maybe is nonbinary but is ignorant as to how name to that.,NOT
i'm glad this was demonitised,NOT
first year carnivore plants are out for me the health side promotes plant based not vegan i heard false statements in this video and stopped watching,NOT
finally this is a big step for the community keep it up freelee!,NOT
i'm sure it's been said in the comments already but this is an earnings gap not a wage gap there's a world of difference between the two.,NOT
this is a disgrace for these young 'women''...not these dirty 'boys' who want to 'act' like girls...they need to stop this  assault' on true girls. female male...period...,ABU
how is it fair they are physically stronger than biological girls there is nothing more to it they shouldn't compete agaisnt them when it is so clearly not a fair competition.,ABU
did vox read the study they posted in their description the study states that 4 of the wage gap of mba's is a result of differences in mba courses taken and gpa differences in career interpretations and weekly hours worked that reduces the wage game to 5% a direct quote from the study fifteen years after obtaining their ba women who earned an mba had the lowest labor force participate rate the lowest share working full time and full year and took the greatest amount of non-educational time off from employment compared with others having professional degrees and phd's vox if you want to discuss the wage gap and present your view on it then at least reference a source that supports your view and not one that opposes it.,NOT
if you still want some advice on vegan foods i'd suggest talking to joey and daniel or any other vegan friends you might have they'll help you find some good vegan restaurants you could start going to;),NOT
yay i'm so happy i can't wait for trish's before and after pics,NOT
insecticides mostly petroleum based that are sprayed on the plants contaminates the bees who pollinate everything and the run off contaminates the streams i live behind a 0 acre soy bean field and the ammonia fertilizer that is sprayed sometimes is so strong i cant breath i have raised bees that die because of mass spraying of insecticides so don't act like you are saving the world by eating your veggies you want to save the world grow your own veggies and good luck trying to raise a productive garden without using pesticides i have raised many gardens and it ain't easy i have chickens and they will lay a egg a day without a rooster if they aren't eaten they will just rot a rooster has to be present before they can get fertilized to hatch life so i have no problem with vegetarians but because a egg is in cornbread or cake and you can't eat it because you are vegan thats just a little out there for me but i still respect you i also have a few well cared for cows and goats who clean up the land so i don't have to mow ,NOT
i'm so happy for you! i am a vegan also and i just wanna give you some tips so you don't make the same mistakes i did i went vegan after watching freelee and at first i lost a ton of weight cause i still ate a normal ratio of macronutrients carbs protein fat and ate a reasonable amount for my body weight once i started taking freelees advise i developed binge eating disorder no of course that is not completly freelees fault but her emphasis on smashing in the carbs led me to trying to eat as much as her then i eventually got used to it i ended up gaining even more than i lost originally my triglycerides in my blood test were too high and i was struggling with digestive issues and energy level issues i am still struggling with binge eating to this day two years later but try as hard as i can to actually eat only when i'm hungry not out of boredom and stop when i feel good and satisfied rather than overstuffed and feeling like i'm gonna explode.,NOT
blaire you look amazin!,NOT
freelee i have a question how does it feel to be the coolest vegan ever?,NOT
im a normal heterosexual male 32) didnt hear about this gender pay gap until couple years ago at first i thought very briefly why men earned more...if anything i thought women would have earned more by giving men sexual favours to get to the top...(honestly this was what i could come up with lol) and i couldnt understand why a male heterosexual would even have a desire to pay women less...absolutely nothing apparent to me but then i heard the various reasons why...from ppl like jordan peterson..and now i know the reasons for the gap it is nothing about men deliberately or desiring to pay women less just cause they are women..its a byproduct of the choices and other stuff like how its measured etc...,NOT
watch the vegan activist cheap lazy vegan mr and mrs vegan and that vegan couple,NOT
40%of 00k is 50k interesting maths,NOT
like i've always said wage gap is a joke i've said this exact thing years ago and was laughed at plus in most hourly wage jobs that require physical labor men are usually grossly underpaid while women are overpaid if you've ever worked in a warehouse type job that requires lifting you know i'm telling the truth the fact is men need fewer days off and we are genetically built to work women are built to reproduce thats not sexism it's fact i respect women and if they can do the job they deserve to be paid for it more often than not they are men usually can work more hours and take fewer days off.. thats the gap not sexism.,NOT
imagine being so butthurt that your daughter lost a high school track meet that you try to put others down imagine,NOT
i can't even never seen a person more starving for attention and money that this broad 🏻‍♀️,ABU
to all of the people who call prager u propaganda stop you don't know what propaganda even is seriously though propaganda is misleading material created to decieve people prager u openly acknowledges that they have a very conservative bias so it would be grossly inappropriate to call them propaganda.,NOT
i didnt make any kids not my problem wierd graphs,NOT
just because you dress and act like a girl that does not make you a girl they are males pretending to be female until they change their 3rd chromosome they are males both of them they are an abomination to the heavenly father yhwh they are meaningless arguments because i know for a fact that the heavenly father yhwh made two kinds of humans a male and a female he did not and will not ever make anything called a trans-gender male female or anything else you want to call them what man has made has no bearing on what the heavenly father has already said about it -),ABU
"150,00 teens identify as transgender...too much fortnite...",NOT
we support veganism!!------------ from south korea   각 시 국 신가요!  겨주세요   건다큐번역해요!! ),NOT
vegan almost years but beyond burger is a big no no for me given me terrible allergy,NOT
so why are traditionally female-dominated occupations lower paying than traditionally male-dominated ones ie why do trades people engineers and lawyers making more than teachers social workers and nurses is it because men once ruled almost the entire workforce and put more value on their own strengths and less on female-oriented ones such as caring for others this systematic inequality has been perpetuated over the years it's not just about the choices females make it's about what we value in our workforce that has been dictated to us decades ago by men.,NOT
glad to see that there are still some sane democrats in the world such as christina.,NOT
i'm so excited to hear that your trying veganism hopfully u stay vegan more than weeks love ya,NOT
thank u i requested this!!,NOT
it's not a wage gap it's an earnings gap,NOT
there are only two genders and there is no gender wage gap that's the true.,NOT
the only possible way to kill all wage inequality is by helping to make sharing wages a normal thing,NOT
problem with transgender and sexuality acceptance is people label themselves too quickly i've been out as bisexual to most since i was  when it wasn't a popular thing as i'm only 6 i thought it overtime and felt completely ready people assume just because sometimes being a women sucks it means you're a guy nah bro nah.,NOT
i became vegan towards new years last year and had no idea this was the year of vegan but way to end this decade with a new way of living,NOT
think this vid misses a huge aspect of the gender pay gap little girls are taught to dress in pink and love unicorns and princesses....then they grow up and are expected to have babies stem subjects aren't sexy no wonder they don't choose them the issue with the pay gap is not just a of money difference it's a cultural difference and stems from how we raise our girls versus boys.,NOT
no wonder u can't have kids,NOT
"i was in costco taking a picture of beyond meats pizza a woman wanted to know why i was i told her i wanted to post it on my facebook page.i told her beyond meat was not targeting vegans,but they are trying to reach flexitarians she had not heard of flexitarians but felt this is an approach she wants to try to follow.",NOT
nah...them some dudes with wigs ,ABU
she's not staying vegan,NOT
feminists and the left like to indulge on the past so much why have they not discovered the equal pay act of 963?,NOT
noone privileged cis white women hm i am going to pretend to be trans,NOT
"well the calculations are indeed wrong but there is a wage gap.. this video just takes a wrong calculation and uses it to say yeah.. everything is fake"" but the real wage gap not that one which is commonly used by a lot of public media and politicians is determined by looking at men and women who acutally do the same thing in the same company at the same office and even if most of you don't want to accept it there is a difference it is absolutly true if a men and a women go to a job interview for exactly the same position and talking to exactly the same boss there is a high chance that they get different wage offers this ist statistically proven.",NOT
watch that vegan couple's video on you i really think that it'd be helpful i'm so happy that you're finally going vegan and i hope that you do it right so that you can stay on this lifestyle love you ️,NOT
ok girl you gotta buy more of those fruits buy those fruits in bulk more food it's sounds weird but you gotta eat more if your gonna keep the lifestyle going ❤️🌱,NOT
been waiting for this video since the second trisha offended the whole world! 🏼👏🏼👏🏼,NOT
you took a survey of men and women who graduated.. okay did every single man and woman go into the exact and job no they problem with this gap does not bring into the choice that women choose versus men,NOT
we love that women finally got equality in sports and now two men want to compete against us to beat us in our own category...,ABU
this is so great  raw till is great for weight loss.. i've also heard a lottttt of people lose weight on the starch solution as well you should do some research on that either way you're going to look and feel amazing.,NOT
this brings about a point that women feel pressured to not presue further education and education in the higher paying jobs does this raise a point that there is a problem with how we raise children and what paths they are guided down,NOT
i don't have a problem with them being transgender although i do think people should be who they are born to be i have a problem with them taking victory's in sports in which physical men excel in while the true woman champion gets rd instead of st it's freken logic for goodness sakes.,NOT
first of all if you know trisha you know that she is definitely just shitposting and unfortunately for her it's completely blown up and gone too far and now she's cant turn back without being completely cancelled second of all i find it shocking the way the lgbtq community prestigious members of the community have reacted to the news the way most people have reacted to her completely contradicts to what they normally preach about transgender people they will allow predators to convince themselves and others that they can get periods and pms even though they have male genitalia but when a known troll comes out suddenly they're offended i know trisha just as well as the next person but what if she actually does have gender dysphoria and this is how the hypocrites that are social justice warriors react if anything she's exposing the hypocrisy within the lgbtq online community.,NOT
she is literally insane i don't even think she is educated does she know what dysphoria is?,ABU
this is the best moment of my life so proud of you good job freelee!,NOT
if only the facts mentioned in this video applied for my country _-,NOT
it is cheating they are boys.,NOT
you're a dude who in the hell said it's ok to race with girls?,ABU
when comparing a male and female nurse yes the male nurse is paid 8 more this is because the male has more qualifications the reason male nurses gravitate to the best paying nursing specialties work longer hours and find jobs in cities with the highest compensation aka the willing to relocate) career choices and educational differences explain most if not all the gender gap in nursing.,NOT
tbh i still don't understand lol,NOT
children decrease your income and increase your expenses significantly which is why i never understood why some people choose to have them does anyone know the percentage of children who were actually planned for those that were planned what were the reasons such as pressure from parents pressure from spouse etc some people will tell you they don't regret having unplanned kids but they're just making the best of the situation since they could've chosen them later or never at all if having children was so great then sex wouldn't need to be so awesome it's life's biggest scam!,NOT
the amount of dislikes on this video really disappoints me,NOT
right now ive been loving rice!!!!!! so easy so filling so healthy!!,NOT
do vegans hate asians they eat meat therefore theyre evil,ABU
hey ladies i'm hiring garbage collectors full time hours at 20/hr submit your resume to me today!!! insert sound of crickets chirping.... oh okay you're not so unhappy with your job at the mall clothing store making minimum wage that you're ready to step up and earn more money doing harder work got it that's the gender pay gap explained in one sentence women won't do tough jobs and for that reason they don't get paid like men nor should they!),ABU
v o c a l f r y,NOT
until you take away personal choice from women their will be a wage gap force them all into stem and make birth control mandatory,ABU
men are paid more because they normally have to pay taxes and bills for their families but females are not really expected to pay taxes and bills men also are expected to work hard and longer but women are not expected to do so this also depends on how the genders have done based on quality and positive effects on their companies so overall i think men should be paid more.,ABU
why is this even a problem it's all about choice they earn more college degrees than men... so they have more opportunities it's up to them to take it how is this even a feminist issue?,NOT
